year,sex,tx_rank,name_canon,tx_n
2024,FEMALE,10,ELIANA,999
2024,FEMALE,11,EVELYN,955
2024,FEMALE,12,LUNA,924
2024,FEMALE,13,GIANNA,868
2024,FEMALE,14,AVA,819
2024,FEMALE,15,ELIZABETH,815
2024,FEMALE,16,EMILY,772
2024,FEMALE,17,VALENTINA,759
2024,FEMALE,18,ZOE,734
2024,FEMALE,19,ELENA,729
2024,FEMALE,20,AURORA,727
2024,FEMALE,21,VICTORIA,683
2024,FEMALE,22,GENESIS,681
2024,FEMALE,23,ELLIE,664
2024,FEMALE,24,ARIA,655
2024,FEMALE,25,SCARLETT,635
2024,FEMALE,26,VIOLET,632
2024,FEMALE,27,ELEANOR,617
2024,FEMALE,28,LILY,607
2024,FEMALE,29,LEILANI,606
2024,FEMALE,30,ABIGAIL,605
2024,FEMALE,31,AVERY,592
2024,FEMALE,32,EMILIA,583
2024,FEMALE,33,HARPER,578
2024,FEMALE,34,MILA,563
2024,FEMALE,35,PENELOPE,559
2024,FEMALE,36,CHLOE,550
2024,FEMALE,37,HAZEL,549
2024,FEMALE,38,CATALINA,540
2024,FEMALE,39,DELILAH,509
2024,FEMALE,40,LAYLA,506
2024,FEMALE,41,AILANY,486
2024,FEMALE,42,LEAH,485
2024,FEMALE,43,NATALIA,480
2024,FEMALE,44,IVY,477
2024,FEMALE,45,NAOMI,477
2024,FEMALE,46,ELLA,473
2024,FEMALE,47,MADISON,468
2024,FEMALE,48,HANNAH,466
2024,FEMALE,49,MARIA,457
2024,FEMALE,50,NOVA,451
2024,FEMALE,51,ALLISON,432
2024,FEMALE,52,EMERY,428
2024,FEMALE,53,GRACE,425
2024,FEMALE,54,XIMENA,424
2024,FEMALE,55,ARIANA,419
2024,FEMALE,56,ADELINE,403
2024,FEMALE,57,LUCIA,401
2024,FEMALE,58,ASHLEY,398
2024,FEMALE,59,JULIETTE,395
2024,FEMALE,60,LUCY,392
2024,FEMALE,61,MELANIE,389
2024,FEMALE,62,LILIANA,385
2024,FEMALE,63,LAINEY,384
2024,FEMALE,64,VALERIA,376
2024,FEMALE,65,NORA,373
2024,FEMALE,66,AALIYAH,370
2024,FEMALE,67,MADELYN,368
2024,FEMALE,68,MAYA,367
2024,FEMALE,69,ANDREA,362
2024,FEMALE,70,JADE,359
2024,FEMALE,71,RILEY,357
2024,FEMALE,72,MELODY,356
2024,FEMALE,73,ALICE,354
2024,FEMALE,74,ISLA,352
2024,FEMALE,75,STELLA,349
2024,FEMALE,76,EVERLY,347
2024,FEMALE,77,MADELINE,333
2024,FEMALE,78,ALAIA,331
2024,FEMALE,79,ATHENA,325
2024,FEMALE,80,SADIE,325
2024,FEMALE,81,ALINA,324
2024,FEMALE,82,ANA,320
2024,FEMALE,83,ZOEY,320
2024,FEMALE,84,AITANA,317
2024,FEMALE,85,ADDISON,316
2024,FEMALE,86,NATALIE,313
2024,FEMALE,87,REGINA,313
2024,FEMALE,88,IRIS,306
2024,FEMALE,89,EDEN,303
2024,FEMALE,90,WILLOW,302
2024,FEMALE,91,LILLIAN,301
2024,FEMALE,92,DAISY,300
2024,FEMALE,93,CAROLINE,297
2024,FEMALE,94,AYLA,294
2024,FEMALE,95,ALANA,293
2024,FEMALE,96,SAMANTHA,292
2024,FEMALE,97,AUTUMN,289
2024,FEMALE,98,AUDREY,288
2024,FEMALE,99,SOPHIE,286
2024,FEMALE,100,CATALEYA,285
