name_canon,name_raw,births
ATHANASIUS,ATHANASIUS,1
ATHAR,ATHAR,1
ATHARV,ATHARV,31
ATHARV MAHAA,ATHARV MAHAA,1
ATHARV SINGH,ATHARV SINGH,1
ATHARV SKANDA,ATHARV SKANDA,1
ATHARVA,ATHARVA,4
ATHEENA,ATHEENA,1
ATHEER,ATHEER,1
ATHELIAH,ATHELIAH,1
ATHEN,ATHEN,1
ATHENA,ATHENA,124
ATHENEA,ATHENEA,1
ATHEREAL,ATHEREAL,1
ATHIA,ATHIA,1
ATHIER,ATHIER,1
ATHIRA,ATHIRA,2
ATHIRAN,ATHIRAN,2
ATHIRAN ADHIT,ATHIRAN ADHIT,1
ATHIUS,ATHIUS,1
ATHONIS,ATHONIS,1
ATHOS,ATHOS,1
ATHREYA,ATHREYA,1
ATHUL,ATHUL,2
ATHULAN,ATHULAN,1
ATHYR,ATHYR,1
ATHZMIRY,ATHZMIRY,1
ATIANA,ATIANA,1
ATIKSH,ATIKSH,1
ATILANO,ATILANO,1
ATIYA,ATIYA,1
ATLANNY,ATLANNY,1
ATLANTIS,ATLANTIS,2
ATLAS,ATLAS,130
ATLAS RIVER,ATLAS RIVER,1
ATLEE,ATLEE,3
ATLER,ATLER,1
ATLEY,ATLEY,3
ATOM,ATOM,4
ATON,ATON,1
ATREUS,ATREUS,13
ATREYU,ATREYU,3
ATTALIA,ATTALIA,1
ATTEN,ATTEN,1
ATTHI VARADHAN,ATTHI VARADHAN,1
ATTICA,ATTICA,1
ATTICUS,ATTICUS,56
ATTICUS FAYE,ATTICUS FAYE,1
ATTIE,ATTIE,1
ATTILA,ATTILA,1
ATTILIA,ATTILIA,1
ATTLEY,ATTLEY,1
ATTY,ATTY,1
ATUL,ATUL,1
ATULA,ATULA,1
ATULYA,ATULYA,1
ATZEL,ATZEL,2
ATZHIRY,ATZHIRY,1
ATZI,ATZI,2
ATZIRI,ATZIRI,2
ATZIRY,ATZIRY,2
ATZMIRY,ATZMIRY,1
AU'BRIYELLE,AU'BRIYELLE,1
AUBONNIE,AUBONNIE,1
AUBRE,AUBRE,1
AUBREE,AUBREE,41
AUBREEANN,AUBREEANN,1
AUBREEY,AUBREEY,1
AUBREIGH,AUBREIGH,3
AUBREY,AUBREY,125
AUBRI,AUBRI,2
AUBRIANNA,AUBRIANNA,1
AUBRIE,AUBRIE,8
AUBRIEE,AUBRIEE,2
AUBRIELLA,AUBRIELLA,10
AUBRIELLE,AUBRIELLE,13
AUBRION,AUBRION,1
AUBRYN,AUBRYN,1
AUBURN,AUBURN,1
AUDACITY,AUDACITY,1
AUDELIA,AUDELIA,2
AUDELINA,AUDELINA,1
AUDEN,AUDEN,7
AUDI,AUDI,1
AUDIE,AUDIE,4
AUDIEL,AUDIEL,1
AUDRA,AUDRA,8
AUDRE,AUDRE,1
AUDREANNA,AUDREANNA,1
AUDREE,AUDREE,5
AUDREY,AUDREY,180
AUDREYANA,AUDREYANA,1
AUDRI,AUDRI,1
AUDRIANA,AUDRIANA,5
AUDRIANNA,AUDRIANNA,2
AUDRIC,AUDRIC,1
AUDRIE,AUDRIE,1
AUDRINA,AUDRINA,7
AUDRITA,AUDRITA,1
AUDRIYANA,AUDRIYANA,1
AUDRY,AUDRY,1
AUDRYANA,AUDRYANA,1
AUDYSSEY,AUDYSSEY,1
AUGEN,AUGEN,1
AUGEY,AUGEY,1
AUGGI,AUGGI,1
AUGGIE,AUGGIE,2
AUGIE,AUGIE,3
AUGIN,AUGIN,1
AUGUST,AUGUST,208
AUGUSTA,AUGUSTA,5
AUGUSTE,AUGUSTE,1
AUGUSTIN,AUGUSTIN,3
AUGUSTINA,AUGUSTINA,1
AUGUSTINE,AUGUSTINE,29
AUGUSTO,AUGUSTO,3
AUGUSTO JOHN,AUGUSTO JOHN,1
AUGUSTUS,AUGUSTUS,53
AULANI,AULANI,2
AULORA,AULORA,1
AULSTON,AULSTON,1
AUM,AUM,1
AUMERE,AUMERE,1
AUMIELLE,AUMIELLE,1
AUMRI,AUMRI,1
AUN,AUN,1
AUNDREA,AUNDREA,1
AUNER,AUNER,2
AUNESTY,AUNESTY,1
AUNNALISE,AUNNALISE,1
AUNNI,AUNNI,1
AUNUSTI,AUNUSTI,1
AUNYSTI,AUNYSTI,1
AUNYX,AUNYX,1
AURA,AURA,12
AURA JANE,AURA JANE,1
AURANGZEB,AURANGZEB,1
AUREAH,AUREAH,1
AUREANA,AUREANA,1
AURELIA,AURELIA,38
AURELIAN,AURELÌAN,1
AURELIANO,AURELIANO,1
AURELIE,AURELIE,3
AURELIO,AURELIO,26
AURELIUS,AURELIUS,6
AURI,AURI,2
AURIA,AURIA,2
AURIANA,AURIANA,1
AURIANNA,AURIANNA,2
AURIAS,AURIAS,1
AURIC,AURIC,1
AURIE,AURIE,2
AURIE'MARIE,AURIE'MARIE,1
AURIEL,AURIEL,1
AURIELLE,AURIELLE,1
AURION,AURION,1
AURLIANNA,AURLIANNA,1
AURMANI,AURMANI,1
AUROCHS,AUROCHS,1
AURON,AURON,3
AURORA,AURORA,226
AURORA JANE,AURORA JANE,1
AURORA MARIE,AURORA MARIE,1
AURORA-JOELLE,AURORA-JOELLE,1
AURORRA,AURORRA,1
AURUM,AURUM,1
AURY,AURY,1
AURYELLE,AURYELLE,1
AURYN,AURYN,1
AUSAR,AUSAR,3
AUSET,AUSET,1
AUSHA,AUSHA,1
AUSHEN,AUSHEN,1
AUSITN,AUSITN,1
AUSLYNN,AUSLYNN,1
AUSTEN,AUSTEN,11
AUSTIN,AUSTIN,238
AUSTINA,AUSTINA,1
AUSTYN,AUSTYN,12
AUSWYN,AUSWYN,1
AUTRY,AUTRY,1
AUTTOM,AUTTOM,1
AUTUMN,AUTUMN,114
AUXENCE,AUXENCE,1
AUZINEE,AUZINEE,1
AUZTYEN,AUZTYEN,1
AV'RELL,AV'RELL,1
AV'RIE,AV'RIE,1
AVA,AVA,441
AVA CORALINE,AVA CORALINE,1
AVA LEE,AVA LEE,1
AVA MONICA,AVA MONICA,1
AVA ROSE,AVA ROSE,1
AVA VIOLET,AVA VIOLET,1
AVA-RENEE,AVA-RENEE,1
AVAA,AVAA,1
AVAANYAA,AVAANYAA,1
AVADH,AVADH,2
AVAE',AVAE',1
AVAGRACE,AVAGRACE,1
AVAH,AVAH,12
AVAIAH,AVAIAH,2
AVAIYAH,AVAIYAH,2
AVALEE,AVALEE,3
AVALEIGH,AVALEIGH,2
AVALENE,AVALENE,1
AVALIE,AVALIE,1
AVALINA,AVALINA,1
AVALON,AVALON,9
AVALYN,AVALYN,8
AVALYNN,AVALYNN,8
AVAN,AVAN,6
AVANDIA,AVANDIA,1
AVANGALEEN,AVANGALEEN,1
AVANI,AVANI,21
AVANI SHREE,AVANI SHREE,1
AVANTHI,AVANTHI,1
AVANTI,AVANTI,3
AVANTIKA,AVANTIKA,1
AVANYA,AVANYA,2
AVARIE,AVARIE,1
AVARY,AVARY,2
AVAY,AVAY,1
AVAYA,AVAYA,3
AVAYAH,AVAYAH,5
AVE,AVE,4
AVEA,AVEA,1
AVEEN,AVEEN,1
AVEER,AVEER,3
AVEER RAJ,AVEER RAJ,1
AVEERA,AVEERA,1
AVEERAH,AVEERAH,1
AVELI,AVELI,1
AVELIA,AVELIA,1
AVELINA,AVELINA,3
AVELINE,AVELINE,4
AVELLI,AVELLI,1
AVELY,AVELY,1
AVELYN,AVELYN,4
AVELYNE,AVELYNE,1
AVEN,AVEN,3
AVEON,AVEON,1
AVERETT,AVERETT,1
AVEREY,AVEREY,1
AVERI,AVERI,10
AVERIANNA,AVERIANNA,2
AVERIE,AVERIE,12
AVERIELLE,AVERIELLE,1
AVERLEE,AVERLEE,1
AVERLEIGH,AVERLEIGH,2
AVERLY,AVERLY,2
AVERROES,AVERROES,1
AVERY,AVERY,382
AVERY ROSE,AVERY ROSE,1
AVERY'ON,AVERY'ON,1
AVESTA,AVESTA,1
AVETT,AVETT,3
AVEY,AVEY,1
AVEYA,AVEYA,3
AVEYAH,AVEYAH,1
AVI,AVI,20
AVIA,AVIA,4
AVIAN,AVIAN,2
AVIANA,AVIANA,22
AVIANA-ANN,AVIANA-ANN,1
AVIANAH,AVIANAH,2
AVIANNA,AVIANNA,33
AVIANNA JUNE,AVIANNA JUNE,1
AVIANNAH,AVIANNAH,3
AVIANNI,AVIANNI,1
AVID,AVID,1
AVIE,AVIE,2
AVIEL,AVIEL,5
AVIELLA,AVIELLA,4
AVIELLE,AVIELLE,1
AVIERRE,AVIERRE,1
AVIGAIL,AVIGAIL,5
AVIGAYIL,AVIGAYIL,1
AVIIANA,AVIIANA,1
AVIJAY,AVIJAY,1
AVIK,AVIK,7
AVIK REDDY,AVIK REDDY,1
AVIKA,AVIKA,4
AVIKSHA,AVIKSHA,1
AVILA,AVILA,2
AVILEY,AVILEY,1
AVILYN,AVILYN,1
AVIN,AVIN,3
AVIN REDDY,AVIN REDDY,1
AVINA,AVINA,4
AVINAH,AVINAH,2
AVINLEY,AVINLEY,1
AVINNA,AVINNA,1
AVION,AVÍON,1
AVIONA,AVIONA,1
AVIONNA,AVIONNA,1
AVIR,AVIR,7
AVIRA,AVIRA,6
AVIRAAJ,AVIRAAJ,1
AVIRAJ,AVIRAJ,2
AVISHAI,AVISHAI,1
AVITAL,AVITAL,1
AVIV,AVIV,3
AVIVA,AVIVA,6
AVIYA,AVIYA,1
AVIYAN,AVIYAN,1
AVIYANA,AVIYANA,1
AVIYANNA,AVIYANNA,1
AVLEEN,AVLEEN,1
AVNI,AVNI,14
AVNOOR,AVNOOR,1
AVONDR'E,AVONDR'E,1
AVONDRAE,AVONDRAE,1
AVONLEA,AVONLEA,3
AVORI,AVORI,1
AVORY,AVORY,2
AVRA,AVRA,2
AVRAHAM,AVRAHAM,1
AVRETT,AVRETT,1
AVREY,AVREY,1
AVRI,AVRI,4
AVRIL,AVRIL,2
AVRY,AVRY,3
AVRYL,AVRYL,1
AVRYLEE,AVRYLEE,1
AVY,AVY,1
AVYA,AVYA,3
AVYAAN,AVYAAN,43
AVYAAN RAM,AVYAAN RAM,1
AVYAAN SAI,AVYAAN SAI,1
AVYAN,AVYAN,16
AVYANA,AVYANA,4
AVYANAH,AVYANAH,1
AVYANNA,AVYANNA,3
AVYAY,AVYAY,5
AVYUKT,AVYUKT,9
AVYUKTA,AVYUKTA,2
AVYUKTH,AVYUKTH,12
AVYUKTH RAM,AVYUKTH RAM,1
AWDREX,AWDREX,1
AWE,AWE,1
AWN,AWN,1
AWNGLAWT,AWNGLAWT,1
AXARA,AXARA,1
AXAVIER,AXAVIER,1
AXCEL,AXCEL,3
AXE,AXE,2
AXEL,AXEL,257
AXEL ARIEL,AXEL ARIEL,1
AXEL EMMANUEL,AXEL EMMANUEL,1
AXEL JACOB GABRIEL,AXEL JACOB GABRIEL,1
AXELL,AXELL,2
AXELL-JAMES,AXELL-JAMES,1
AXELYN,AXELYN,1
AXFORD,AXFORD,1
AXIEL,AXIEL,1
AXL,AXL,8
AXLE,AXLE,3
AXSOUL,AXSOUL,1
AXTEN,AXTEN,1
AXTON,AXTON,11
AXTYN,AXTYN,1
AXYL,AXYL,2
AXYLE,AXYLE,1
AXZEL,AXZEL,1
AXZIEL,AXZIEL,1
AY'LANI,AY'LANI,1
AYA,AYA,18
AYAAN,AYAAN,45
AYAAN RAM,AYAAN RAM,1
AYAAN REDDY,AYAAN REDDY,2
AYAAN SAI,AYAAN SAI,1
AYAANSH,AYAANSH,9
AYAH,AYAH,11
AYAHNA,AYAHNA,1
AYALA,AYALA,1
AYAN,AYAN,28
AYANA,AYANA,6
AYANAH,AYANAH,1
AYANE,AYANÉ,1
AYANI,AYANI,2
AYANIS,AYANIS,1
AYANNA,AYANNA,6
AYANNAH,AYANNAH,1
AYANSH,AYANSH,14
AYANSH GOUD,AYANSH GOUD,1
AYANSH RAJ,AYANSH RAJ,1
AYANSHI,AYANSHI,1
AYAT,AYAT,2
AYBAK,AYBAK,1
AYBRIANAH,AYBRIANAH,1
AYCE,AYCE,5
AYCHA,AYCHA,1
AYDA,AYDA,2
AYDAH,AYDAH,1
AYDALEYA,AYDALEYA,1
AYDAN,AYDAN,4
AYDE,AYDE,1
AYDEEN,AYDEEN,1
AYDEN,AYDEN,122
AYDEN CAEL,AYDEN CAEL,1
AYDEN EMMANUEL,AYDEN EMMANUEL,1
AYDEN LEE,AYDEN LEE,1
AYDENN,AYDENN,1
AYDIAN,AYDIAN,1
AYDIN,AYDIN,10
AYDON,AYDON,2
AYDRIEL,AYDRIEL,1
AYELEN,AYELEN,3
AYELET,AYELET,2
AYELI,AYELI,1
AYERA,AYERA,1
AYESHA,AYESHA,9
AYESHA RAHIMA,AYESHA RAHIMA,1
AYESON',AYESON',1
AYEZA,AYEZA,3
AYILA,AYILA,1
AYILE OXAI,AYILE OXAI,1
AYINI,AYINI,1
AYISHA,AYISHA,1
AYLA,AYLA,92
AYLA-CAYDE,AYLA-CAYDE,1
AYLAH,AYLAH,4
AYLAN,AYLAN,5
AYLANEE,AYLANEE,1
AYLANI,AYLANI,16
AYLANIS,AYLANIS,1
AYLAR,AYLAR,1
AYLEE,AYLEE,1
AYLEEN,AYLEEN,27
AYLEM,AYLEM,1
AYLEN,AYLEN,12
AYLENE,AYLENE,1
AYLENI,AYLENI,1
AYLER,AYLER,1
AYLETH,AYLETH,1
AYLI,AYLI,1
AYLIANA,AYLIANA,1
AYLIN,AYLIN,88
AYLINN,AYLINN,5
AYLINNE,AYLINNE,1
AYLIRIA,AYLIRIA,1
AYLISH,AYLISH,1
AYLLA,AYLLA,1
AYMAN,AYMAN,5
AYMAR,AYMAR,1
AYMEN,AYMEN,2
AYMIR,AYMIR,1
AYNA,AYNA,1
AYNARA,AYNARA,3
AYNHOA,AYNHOA,1
AYNOHA,AYNOHA,1
AYO,AYO,1
AYO'OLUWA,AYO'OLUWA,1
AYODEJI,AYODEJI,1
AYODOLA,AYODOLA,1
AYOMIDE,AYOMIDE,2
AYOMIPOSI,AYOMIPOSI,1
AYONII,AYONII,1
AYOTUNDE,AYOTUNDE,1
AYOTZIN,AYOTZIN,1
AYOUB,AYOUB,1
AYOWANDE,AYOWANDE,1
AYRA,AYRA,27
AYRA SHIVA,AYRA SHIVA,1
AYRAD,AYRAD,1
AYREBELLA,AYREBELLA,1
AYREEN,AYREEN,1
AYRELLE,AYRELLE,1
AYREN,AYREN,1
AYRENN,AYRENN,1
AYRES,AYRES,1
AYRIN,AYRIN,1
AYRIS,AYRIS,1
AYRN,AYRN,1
AYRO,AYRO,1
AYRTON,AYRTON,2
AYSE,AYSE,2
AYSEL,AYSEL,9
AYSHA,AYSHA,4
AYSHER,AYSHER,1
AYSIA,AYSIA,2
AYSLIN,AYSLIN,1
AYSON,AYSON,2
AYTANA,AYTANA,2
AYTANNA,AYTANNA,1
AYTZEL,AYTZEL,2
AYUKTA,AYUKTA,1
AYUSH,AYUSH,3
AYUSHI,AYUSHI,1
AYUSHMA,AYUSHMA,1
AYUSHMAN,AYUSHMAN,1
AYV,AYV,1
AYVA,AYVA,11
AYVAH,AYVAH,5
AYVAN,AYVAN,1
AYVEN,AYVEN,5
AYVIANA,AYVIANA,1
AYZA,AYZA,1
AYZAL,AYZAL,6
AYZAL FARRHEEN,AYZAL FARRHEEN,1
AYZEE,AYZEE,1
AYZEL,AYZEL,1
AYZIEL,AYZIEL,1
AYZIN,AYZIN,1
AYZLEE,AYZLEE,1
AZA,AZA,2
AZA'LIYHA,AZA'LIYHA,1
AZA'RIAH,AZA'RIAH,1
AZAAD,AZAAD,1
AZAAN,AZAAN,1
AZAD,AZAD,1
AZAEA SOL,AZAEA SOL,1
AZAEL,AZAEL,17
AZAELIA,AZAELIA,1
AZAELIAH,AZAELIAH,1
AZAHARA,AZAHARA,1
AZAI,AZAI,2
AZAIAH,AZAIAH,4
AZAILIA,AZAILIA,1
AZAIO,AZAIO,1
AZAIR,AZAIR,1
AZALAYA,AZALAYA,1
AZALEA,AZALEA,41
AZALEAH,AZALEAH,1
AZALEUS,AZALEUS,1
AZALEYA,AZALEYA,1
AZALIA,AZALIA,4
AZALYNN,AZALYNN,1
AZAN,AZAN,2
AZANI,AZANI,1
AZANIAH,AZANIAH,2
AZAR,AZAR,1
AZARA,AZARA,3
AZARAE,AZARAE,1
AZARAH,AZARAH,1
AZARI,AZARI,13
AZARIA,AZARIA,6
AZARIAH,AZARIAH,28
AZARIAS,AZARIAS,2
AZARIE,AZARIE,1
AZARIEL,AZARIEL,1
AZARIUS,AZARIUS,1
AZARIYAH,AZARIYAH,1
AZAYAH,AZAYAH,1
AZAYE,AZAYÉ,1
AZAYIA,AZAYIA,1
AZAYLA,AZAYLA,1
AZAYLEA,AZAYLEA,1
AZAYLI,AZAYLI,1
AZAYLIA,AZAYLIA,1
AZAZEL,AZAZEL,1
AZBAH,AZBAH,1
AZDINE,AZDINE,1
AZEAH,AZEAH,1
AZEEZ,AZEEZ,1
AZEIL,AZEIL,2
AZEKIEL,AZEKIEL,4
AZEL,AZEL,4
AZELIA,AZELIA,3
AZELIE,AZELIE,2
AZELIYA,AZELIYA,1
AZELLA,AZELLA,1
AZELLIA,AZELLIA,1
AZENETH,AZENETH,4
AZER,AZER,1
AZERIAH,AZERIAH,1
AZGARD,AZGARD,1
AZHANE,AZHANE,1
AZHANI,AZHANI,2
AZHULA,AZHULA,1
AZIAH,AZIAH,6
AZIAN,AZIAN,1
AZIEL,AZIEL,44
AZIELIE,AZIELIE,1
AZIELLUKE,AZIELLUKE,1
AZIL,AZIL,1
AZILAH,AZILAH,1
AZIM,AZIM,2
AZIR,AZIR,1
AZIYAH,AZIYAH,1
AZIZA,AZIZA,2
AZKA,AZKA,2
AZLAN,AZLAN,9
AZLIN,AZLIN,3
AZLYNN,AZLYNN,2
AZMA,AZMA,1
AZMARIAH,AZMARIAH,1
AZMEEL,AZMEEL,1
AZMINA,AZMINA,1
AZMOON,AZMOON,2
AZRA,AZRA,1
AZRAEL,AZRAEL,22
AZRAELLA,AZRAELLA,1
AZRAH,AZRAH,1
AZRAHNAE,AZRAHNAE,1
AZRAN,AZRAN,1
AZRIA,AZRIA,1
AZRIEL,AZRIEL,15
AZRIELLA,AZRIELLA,1
AZRIELLE,AZRIELLE,1
AZRIN FATHIMA,AZRIN FATHIMA,1
AZTLAN,AZTLAN,1
AZUCENA,AZUCENA,3
AZUL,AZUL,11
AZULA,AZULA,3
AZUR,AZUR,1
AZURA,AZURA,2
AZURE,AZURE,5
AZURI,AZURI,1
AZURIAH,AZURIAH,1
AZYLA,AZYLA,2
AZYRA,AZYRA,1
AZZAM,AZZAM,1
AZZI,AZZI,1
AZZY,AZZY,1
BA'KARI,BA'KARI,1
BAANI,BAANI,2
BAASIM,BAASIM,1
BABASEYI,BABASEYI,1
BABETTE,BABETTE,1
BACH,BACH,1
BACHIR,BACHIR,1
BACILISO,BACILISO,1
BADEN,BADEN,1
BADER,BADER,1
BADR,BADR,1
BADRALDIN,BADRALDIN,1
BAELON,BAELON,1
BAELYNN,BAELYNN,1
BAER,BAER,2
BAHAAR,BAHAAR,1
BAHAR,BAHAR,1
BAHAUDDIN,BAHAUDDIN,1
BAHEER,BAHEER,1
BAHIR,BAHIR,1
BAHIYYIH,BAHIYYIH,1
BAHRAM,BAHRAM,1
BAIHAO,BAIHAO,1
BAILA,BAILA,1
BAILEE,BAILEE,5
BAILEIGH,BAILEIGH,1
BAILEY,BAILEY,70
BAILIE,BAILIE,1
BAIN,BAIN,2
BAINDHAMILMAGILAN,BAINDHAMILMAGILAN,1
BAINE,BAINE,1
BAINES,BAINES,1
BAKAR,BAKAR,1
BAKARY,BAKARY,1
BAKER,BAKER,25
BALA'M,BALA'M,1
BALADITYAREDDY,BALADITYAREDDY,1
BALBINA,BALBINA,1
BALDEMAR,BALDEMAR,2
BALDOMERO,BALDOMERO,1
BALDRIC,BALDRIC,1
BALDWIN,BALDWIN,1
BALEIGH,BALEIGH,1
BALI,BALI,1
BALIGHTUS,BALIGHTUS,1
BALTAZAR,BALTAZAR,5
BALTHAZAR,BALTHAZAR,2
BAMLAK,BAMLAK,2
BANDER,BANDER,1
BANDON,BANDON,1
BANE,BANE,2
BANGALY,BANGALY,1
BANI,BANI,1
BANKS,BANKS,34
BANKSY,BANKSY,1
BANNER,BANNER,3
BANNON,BANNON,1
BANSRI,BANSRI,1
BANX,BANX,1
BANYAN,BANYAN,2
BAPTISTE,BAPTISTE,1
BAQIR,BAQIR,1
BAR,BAR,1
BARAK,BARAK,1
BARAKA,BARAKA,3
BARAN,BARAN,1
BARBARA,BARBARA,16
BARBARA,BÁRBARA,3
BARCLAY,BARCLAY,1
BARDOT,BARDOT,1
BAREEN,BAREEN,1
BARIN,BARIN,1
BARKON,BARKON,1
BARKOT,BARKOT,2
BARNES,BARNES,1
BARON,BARON,5
BARRET,BARRET,2
BARRETT,BARRETT,86
BARRON,BARRON,4
BARROW,BARROW,1
BARRY,BARRY,2
BARSAM,BARSAM,1
BARTHOLOMEW,BARTHOLOMEW,6
BARTON,BARTON,3
BARUCH,BARUCH,1
BARUN,BARUN,1
BASARAB,BASARAB,1
BASCH,BASCH,1
BASCOM,BASCOM,1
BASEM,BASEM,1
BASH,BASH,2
BASHEM,BASHEM,1
BASHER,BASHER,1
BASIL,BASIL,7
BASILIA,BASILIA,1
BASILISO,BASILISO,1
BASIRA NOUR,BASIRA NOUR,1
BASIT,BASIT,1
BASMA,BASMA,2
BASSAM,BASSAM,1
BASSEL,BASSEL,1
BASSILL,BASSILL,1
BASTIAAN,BASTIAAN,1
BASTIAN,BASTIAN,11
BASTIAN,BÁSTIAN,1
BASTIEN,BASTIEN,4
BASTION,BASTION,2
BAUER,BAUER,2
BAUTISTA,BAUTISTA,1
BAX,BAX,1
BAXTER,BAXTER,3
BAYAN,BAYAN,4
BAYANE,BAYANE,1
BAYLA,BAYLA,1
BAYLEE,BAYLEE,9
BAYLER,BAYLER,2
BAYLEY,BAYLEY,3
BAYLI,BAYLI,1
BAYLOR,BAYLOR,14
BAYRON,BAYRON,3
BB,BB,1
BEA,BEA,4
BEAR,BEAR,18
BEARETT,BEARETT,2
BEATRICE,BEATRICE,35
BEATRICE,BEÁTRICE,1
BEATRIX,BEATRIX,16
BEATRIZ,BEATRIZ,19
BEATRIZ BARBARA,BEATRIZ BARBARA,1
BEAU,BEAU,134
BEAU TUCKER,BEAU TUCKER,1
BEAUDEN,BEAUDEN,3
BEAUMONT,BEAUMONT,1
BEAUREGARD,BEAUREGARD,2
BEAUTI,BEAUTI,1
BEAUX,BEAUX,18
BEAUXMONT,BEAUXMONT,1
BEAUXREGARD,BEAUXREGARD,1
BEBE AYESHA,BEBE AYESHA,1
BEBEE,BEBEE,1
BECCA,BECCA,2
BECK,BECK,13
BECKA,BECKA,1
BECKAM,BECKAM,2
BECKER,BECKER,2
BECKET,BECKET,3
BECKETT,BECKETT,96
BECKHAM,BECKHAM,75
BECKHAM RACHELLE,BECKHAM RACHELLE,1
BECKLEY,BECKLEY,1
BECKS,BECKS,1
BECKY,BECKY,2
BECSY,BECSY,1
BEHR,BEHR,3
BEHRNS,BEHRNS,1
BEIGH,BEIGH,1
BEIJA,BEIJA,1
BEIRY,BEIRY,1
BEIYI,BEIYI,1
BEKNIYAZ,BEKNIYAZ,1
BEKSLEY,BEKSLEY,1
BELA,BELA,1
BELA,BELÁ,1
BELADE,BÉLADÉ,1
BELANY,BELANY,1
BELEM,BELEM,1
BELEN,BELEN,12
BELEN,BELÉN,9
BELIAL,BELIAL,1
BELICIA,BELICIA,1
BELINDA,BELINDA,5
BELIZA,BELIZA,1
BELIZCIA,BELIZCIA,1
BELKIS,BELKIS,1
BELKY,BELKY,1
BELL,BELL,1
BELLA,BELLA,133
BELLA ROSSI,BELLA ROSSÍ,1
BELLA'LUNA,BELLA'LUNA,1
BELLA-ROSE,BELLA-ROSE,1
BELLADONNA,BELLADONNA,1
BELLAKAI,BELLAKAI,1
BELLAMIE,BELLAMIE,1
BELLAMY,BELLAMY,25
BELLANIRA,BELLANIRA,1
BELLANY,BELLANY,1
BELLATRIX,BELLATRIX,2
BELLAYA,BELLAYA,1
BELLE,BELLE,10
BELLEAMIE,BELLEAMIE,1
BELLEMY,BELLEMY,2
BELLINAY,BELLINAY,1
BELLOMY,BELLOMY,1
BELLS,BELLS,1
BELOVED,BELOVED,1
BELY,BELY,1
BEMENT,BEMENT,1
BEMNET,BEMNET,2
BEN,BEN,19
BEN-HUR,BEN-HUR,1
BENAIAH,BENAIAH,2
BENDER,BENDER,1
BENEA,BENEA,1
BENEDICT,BENEDICT,8
BENEDICTA,BENEDICTA,1
BENGE,BENGE,1
BENHAM,BENHAM,1
BENI,BENI,2
BENICIO,BENICIO,29
BENIGNO,BENIGNO,1
BENISHA,BENISHA,1
BENITA,BENITA,1
BENITO,BENITO,5
BENJA,BENJA,1
BENJAMIN,BENJAMIN,554
BENJAMIN,BENJAMÍN,3
BENJERMIN,BENJERMIN,1
BENJI,BENJI,3
BENJIMAN,BENJIMAN,2
BENNET,BENNET,1
BENNETT,BENNETT,185
BENNIE,BENNIE,6
BENNU,BENNU,1
BENNY,BENNY,4
BENSEN,BENSEN,2
BENSLEE,BENSLEE,1
BENSON,BENSON,18
BENTLEE,BENTLEE,5
BENTLEY,BENTLEY,54
BENTLEY-ROSE,BENTLEY-ROSE,1
BENTON,BENTON,2
BENTZION,BENTZION,1
BENYAS,BENYAS,1
BEPISA,BEPISA,1
BERA,BERA,1
BEREKET,BEREKET,1
BEREKIA,BEREKIA,1
BEREN,BEREN,3
BERENGER,BERENGER,1
BERENICE,BERENICE,7
BERENISHE,BERENISHE,1
BERGEN,BERGEN,1
BERGER,BERGER,1
BERIT,BERIT,1
BERKELEY,BERKELEY,14
BERKLEE,BERKLEE,4
BERKLEIGH,BERKLEIGH,1
BERKLEY,BERKLEY,8
BERLIEVER,BERLIEVER,1
BERLIN,BERLIN,4
BERLYN,BERLYN,1
BERLYNN,BERLYNN,2
BERNABE,BERNABE,2
BERNADETTE,BERNADETTE,13
BERNARD,BERNARD,5
BERNARDINO,BERNARDINO,1
BERNARDO,BERNARDO,10
BERNHARDT,BERNHARDT,1
BERNICE,BERNICE,2
BERTHA,BERTHA,4
BERTIE,BERTIE,3
BERTIN,BERTIN,1
BESIE,BESIE,1
BESS,BESS,2
BETHANEE,BETHANEE,1
BETHANIE,BETHANIE,1
BETHANNI,BETHANNI,1
BETHANY,BETHANY,29
BETHEL,BETHEL,8
BETHSABE,BETHSABE,1
BETHSAIDA,BETHSAIDA,1
BETHZABEL,BETHZABEL,1
BETHZALY,BETHZALY,1
BETO,BETO,1
BETSABE,BETSABE,4
BETSABEL,BETSABEL,1
BETSELOT,BETSELOT,2
BETSY,BETSY,4
BETTE,BETTE,2
BETTIE,BETTIE,1
BETTY,BETTY,17
BETZABE,BETZABE,1
BETZAIDA,BETZAIDA,1
BETZAYRA,BETZAYRA,1
BETZY,BETZY,1
BEVERLEY,BEVERLEY,1
BEVERLY,BEVERLY,10
BEVERLYN,BEVERLYN,1
BEVY,BEVY,1
BEXAR,BEXAR,2
BEXLEE,BEXLEE,2
BEXLEI,BEXLEI,1
BEXLEIGH,BEXLEIGH,1
BEXLEY,BEXLEY,7
BEYANI,BEYANI,1
BEYLA,BEYLA,1
BEYLIN,BEYLIN,1
BEZAWIT,BEZAWIT,1
BHAAVIKA,BHAAVIKA,1
BHAGYADA,BHAGYADA,1
BHAGYASRI,BHAGYASRI,1
BHAKTI,BHAKTI,1
BHARGAV,BHARGAV,2
BHARGAVARAM,BHARGAVARAM,1
BHARGAVI,BHARGAVI,2
BHAVANYA,BHAVANYA,1
BHAVIKA,BHAVIKA,1
BHAVYA,BHAVYA,1
