year,sex,name_canon,n,name_display
2018,FEMALE,AIZALIYAH,1,Aizaliyah
2018,FEMALE,AKALEI,1,Akalei
2018,FEMALE,AKHANYA,1,Akhanya
2018,FEMALE,AKIA,1,Akia
2018,FEMALE,AKIRA,2,Akira
2018,FEMALE,AKSHARA,2,Akshara
2018,FEMALE,AKUABATA,1,Akuabata
2018,FEMALE,AKUCHINYELU,1,Akuchinyelu
2018,FEMALE,ALAIA,7,Alaia
2018,FEMALE,ALAINA,10,Alaina
2018,FEMALE,ALAIYAH,1,Alaiyah
2018,FEMALE,ALAIZHA,1,Alaizha
2018,FEMALE,ALANA,6,Alana
2018,FEMALE,ALANAH,2,Alanah
2018,FEMALE,ALANHY,1,Alanhy
2018,FEMALE,ALANI,1,Alani
2018,FEMALE,ALANIE,1,Alanie
2018,FEMALE,ALANNA,2,Alanna
2018,FEMALE,ALANNAH,1,Alannah
2018,FEMALE,ALARIA,1,Alaria
2018,FEMALE,ALAYA,1,Alaya
2018,FEMALE,ALAYAH,2,Alayah
2018,FEMALE,ALAYLA,1,Alayla
2018,FEMALE,ALAYNA,5,Alayna
2018,FEMALE,ALAZAE,1,Alazae
2018,FEMALE,ALBA,1,Alba
2018,FEMALE,ALBERTINA,1,Albertina
2018,FEMALE,ALDRICH,1,Aldrich
2018,FEMALE,ALEA,3,Alea
2018,FEMALE,ALEAH,1,Aleah
2018,FEMALE,ALEEAH,2,Aleeah
2018,FEMALE,ALEENA,4,Aleena
2018,FEMALE,ALEEYA,1,Aleeya
2018,FEMALE,ALEEYAH,1,Aleeyah
2018,FEMALE,ALEEZA,1,Aleeza
2018,FEMALE,ALEIDA,2,Aleida
2018,FEMALE,ALEISSA,1,Aleissa
2018,FEMALE,ALEJANDRA,7,Alejandra
2018,FEMALE,ALENAH,1,Alenah
2018,FEMALE,ALESE,2,Alese
2018,FEMALE,ALESSANDRA,9,Alessandra
2018,FEMALE,ALESSIA,1,Alessia
2018,FEMALE,ALESYA,1,Alesya
2018,FEMALE,ALETHEIA,1,Aletheia
2018,FEMALE,ALETHIA,1,Alethia
2018,FEMALE,ALEX,1,Alex
2018,FEMALE,ALEXA,17,Alexa
2018,FEMALE,ALEXANDRA,14,Alexandra
2018,FEMALE,ALEXANDRIA,5,Alexandria
2018,FEMALE,ALEXI,1,Alexi
2018,FEMALE,ALEXIA,7,Alexia
2018,FEMALE,ALEXIS,5,Alexis
2018,FEMALE,ALIA,4,Alia
2018,FEMALE,ALIANA,3,Aliana
2018,FEMALE,ALICE,18,Alice
2018,FEMALE,ALICIA,6,Alicia
2018,FEMALE,ALIELLA,1,Aliella
2018,FEMALE,ALIJAH,1,Alijah
2018,FEMALE,ALINA,17,Alina
2018,FEMALE,ALINEA,1,Alinea
2018,FEMALE,ALIROSE,1,Alirose
2018,FEMALE,ALISA,1,Alisa
2018,FEMALE,ALISANNE,1,Alisanne
2018,FEMALE,ALISEY,1,Alisey
2018,FEMALE,ALISON,5,Alison
2018,FEMALE,ALISSON,3,Alisson
2018,FEMALE,ALIVIA,5,Alivia
2018,FEMALE,ALIYA,3,Aliya
2018,FEMALE,ALIYAH,9,Aliyah
2018,FEMALE,ALIYANA,1,Aliyana
2018,FEMALE,ALIYANNA,1,Aliyanna
2018,FEMALE,ALIZA,2,Aliza
2018,FEMALE,ALIZAY,1,Alizay
2018,FEMALE,ALIZE,1,Alize
2018,FEMALE,ALLANA,1,Allana
2018,FEMALE,ALLIE,4,Allie
2018,FEMALE,ALLISON,22,Allison
2018,FEMALE,ALLISSON,1,Allisson
2018,FEMALE,ALLY,2,Ally
2018,FEMALE,ALLYSON,5,Allyson
2018,FEMALE,ALMA,6,Alma
2018,FEMALE,ALMA ROSA,1,Alma Rosa
2018,FEMALE,ALMY,1,Almy
2018,FEMALE,ALONA,1,Alona
2018,FEMALE,ALONDRA,11,Alondra
2018,FEMALE,ALORA,3,Alora
2018,FEMALE,ALVA,1,Alva
2018,FEMALE,ALYAH,1,Alyah
2018,FEMALE,ALYSE,1,Alyse
2018,FEMALE,ALYSON,3,Alyson
2018,FEMALE,ALYSSA,8,Alyssa
2018,FEMALE,ALYZAE,1,Alyzae
2018,FEMALE,AM'UNIQUE,1,Am'Unique
2018,FEMALE,AMAAL,1,Amaal
2018,FEMALE,AMAIA,2,Amaia
2018,FEMALE,AMAIRANY,1,Amairany
2018,FEMALE,AMALIA,3,Amalia
2018,FEMALE,AMANDA,2,Amanda
2018,FEMALE,AMARA,5,Amara
2018,FEMALE,AMARAH,1,Amarah
2018,FEMALE,AMAREE,1,Amaree
2018,FEMALE,AMARI,6,Amari
2018,FEMALE,AMARIAN,1,Amarian
2018,FEMALE,AMARIS,2,Amaris
2018,FEMALE,AMARIZ,1,Amariz
2018,FEMALE,AMATHEIA,1,Amatheia
2018,FEMALE,AMAYA,9,Amaya
2018,FEMALE,AMAYARIE,1,Amayarie
2018,FEMALE,AMAYLA,1,Amayla
2018,FEMALE,AMBER,1,Amber
2018,FEMALE,AMBERLIE,1,Amberlie
2018,FEMALE,AMEERA,1,Ameera
2018,FEMALE,AMEERAH,1,Ameerah
2018,FEMALE,AMELIA,63,Amelia
2018,FEMALE,AMELIE,4,Amelie
2018,FEMALE,AMELLIA,1,Amellia
2018,FEMALE,AMEN,1,Amen
2018,FEMALE,AMERICA,1,America
2018,FEMALE,AMERIE,1,Amerie
2018,FEMALE,AMERIS,1,Ameris
2018,FEMALE,AMETHYST,1,Amethyst
2018,FEMALE,AMEYA,1,Ameya
2018,FEMALE,AMIA,1,Amia
2018,FEMALE,AMILLE,1,Amille
2018,FEMALE,AMINA,4,Amina
2018,FEMALE,AMINAH,1,Aminah
2018,FEMALE,AMIRA,5,Amira
2018,FEMALE,AMIRAH,2,Amirah
2018,FEMALE,AMIYAH,1,Amiyah
2018,FEMALE,AMMIEL,1,Ammiel
2018,FEMALE,AMMY,1,Ammy
2018,FEMALE,AMOOR,1,Amoor
2018,FEMALE,AMORETTE,1,Amorette
2018,FEMALE,AMULYA,1,Amulya
2018,FEMALE,AMY,13,Amy
2018,FEMALE,AMYRA,2,Amyra
2018,FEMALE,AMYRAH,1,Amyrah
2018,FEMALE,ANA,10,Ana
2018,FEMALE,ANABEL,2,Anabel
2018,FEMALE,ANABELLE,1,Anabelle
2018,FEMALE,ANABETH,1,Anabeth
2018,FEMALE,ANABIYA,2,Anabiya
2018,FEMALE,ANAGHA,3,Anagha
2018,FEMALE,ANAHI,5,Anahi
2018,FEMALE,ANAHY,1,Anahy
2018,FEMALE,ANAIAH,1,Anaiah
2018,FEMALE,ANAIS,4,Anais
2018,FEMALE,ANAIYAH,1,Anaiyah
2018,FEMALE,ANALEAH,1,Analeah
2018,FEMALE,ANALIA,3,Analia
2018,FEMALE,ANALIE,1,Analie
2018,FEMALE,ANALIESE,1,Analiese
2018,FEMALE,ANALISA,1,Analisa
2018,FEMALE,ANAMARI,1,Anamari
2018,FEMALE,ANAMTA,1,Anamta
2018,FEMALE,ANANYA,4,Ananya
2018,FEMALE,ANARIE ROSE,1,Anarie Rose
2018,FEMALE,ANASOPHIA,2,Anasophia
2018,FEMALE,ANASTACIA,1,Anastacia
2018,FEMALE,ANASTASIA,8,Anastasia
2018,FEMALE,ANAURA,1,Anaura
2018,FEMALE,ANAVI,1,Anavi
2018,FEMALE,ANAYA,7,Anaya
2018,FEMALE,ANAYARETZI,1,Anayaretzi
2018,FEMALE,ANAYELI,1,Anayeli
2018,FEMALE,ANDALUCIA,1,Andalucia
2018,FEMALE,ANDER,1,Ander
2018,FEMALE,ANDERSON,3,Anderson
2018,FEMALE,ANDI,2,Andi
2018,FEMALE,ANDIE,1,Andie
2018,FEMALE,ANDREA,20,Andrea
2018,FEMALE,ANDY,1,Andy
2018,FEMALE,ANGEL,3,Angel
2018,FEMALE,ANGELA,8,Angela
2018,FEMALE,ANGELICA,2,Angelica
2018,FEMALE,ANGELIE,1,Angelie
2018,FEMALE,ANGELIN,1,Angelin
2018,FEMALE,ANGELINA,6,Angelina
2018,FEMALE,ANGELINE,1,Angeline
2018,FEMALE,ANGELISE,1,Angelise
2018,FEMALE,ANGELITA,1,Angelita
2018,FEMALE,ANGELY,1,Angely
2018,FEMALE,ANGIE,2,Angie
2018,FEMALE,ANIA,1,Ania
2018,FEMALE,ANIAH,1,Aniah
2018,FEMALE,ANIKA,3,Anika
2018,FEMALE,ANISE,1,Anise
2018,FEMALE,ANISHKA,1,Anishka
2018,FEMALE,ANISSA,2,Anissa
2018,FEMALE,ANITA,1,Anita
2018,FEMALE,ANIYA,1,Aniya
2018,FEMALE,ANIYAH,3,Aniyah
2018,FEMALE,ANIYAH DEI,1,Aniyah Dei
2018,FEMALE,ANJALI,1,Anjali
2018,FEMALE,ANJANI,1,Anjani
2018,FEMALE,ANJELICA,1,Anjelica
2018,FEMALE,ANN,1,Ann
2018,FEMALE,ANNA,20,Anna
2018,FEMALE,ANNABEL,5,Annabel
2018,FEMALE,ANNABELLA,2,Annabella
2018,FEMALE,ANNABELLE,4,Annabelle
2018,FEMALE,ANNABETH,1,Annabeth
2018,FEMALE,ANNALEAH,1,Annaleah
2018,FEMALE,ANNALEIGH,1,Annaleigh
2018,FEMALE,ANNALIA,2,Annalia
2018,FEMALE,ANNALISA,1,Annalisa
2018,FEMALE,ANNALISE,4,Annalise
2018,FEMALE,ANNALIYAH,1,Annaliyah
2018,FEMALE,ANNASTASIA,1,Annastasia
2018,FEMALE,ANNE,3,Anne
2018,FEMALE,ANNELISE,2,Annelise
2018,FEMALE,ANNESLEY,1,Annesley
2018,FEMALE,ANNETTE,2,Annette
2018,FEMALE,ANNIE,7,Annie
2018,FEMALE,ANNIKA,1,Annika
2018,FEMALE,ANNORAH,1,Annorah
2018,FEMALE,ANNYA,1,Annya
2018,FEMALE,ANOHA,1,Anoha
2018,FEMALE,ANORA,1,Anora
2018,FEMALE,ANQI,1,Anqi
2018,FEMALE,ANSLEY,1,Ansley
2018,FEMALE,ANTONELLA,3,Antonella
2018,FEMALE,ANU,1,Anu
2018,FEMALE,ANUHYA,1,Anuhya
2018,FEMALE,ANUM,1,Anum
2018,FEMALE,ANUSHKA,2,Anushka
2018,FEMALE,ANVI,2,Anvi
2018,FEMALE,ANVIKA,2,Anvika
2018,FEMALE,ANVIKA REDDY,1,Anvika Reddy
2018,FEMALE,ANXELA,1,Anxela
2018,FEMALE,ANYA,2,Anya
2018,FEMALE,ANYSIA,1,Anysia
2018,FEMALE,APOLOT,1,Apolot
2018,FEMALE,APRIL,8,April
2018,FEMALE,ARA,2,Ara
2018,FEMALE,ARABELLA,4,Arabella
2018,FEMALE,ARABELLE,1,Arabelle
2018,FEMALE,ARACELI,3,Araceli
2018,FEMALE,ARACELIA,1,Aracelia
2018,FEMALE,ARACELLI,1,Aracelli
2018,FEMALE,ARACELY,2,Aracely
2018,FEMALE,ARADIA,1,Aradia
2018,FEMALE,ARALY,1,Araly
2018,FEMALE,ARANZA,3,Aranza
2018,FEMALE,ARBRIANNA,1,Arbrianna
2018,FEMALE,ARDEN,5,Arden
2018,FEMALE,AREEN,1,Areen
2018,FEMALE,AREIGH,1,Areigh
2018,FEMALE,ARELI,1,Areli
2018,FEMALE,ARELIS,1,Arelis
2018,FEMALE,ARELY,1,Arely
2018,FEMALE,AREMI,1,Aremi
2018,FEMALE,ARI'ONNA,1,Ari'Onna
2018,FEMALE,ARIA,37,Aria
2018,FEMALE,ARIADNA,2,Ariadna
2018,FEMALE,ARIADNE,3,Ariadne
2018,FEMALE,ARIAH,2,Ariah
2018,FEMALE,ARIANA,26,Ariana
2018,FEMALE,ARIANNA,13,Arianna
2018,FEMALE,ARIBELLA,2,Aribella
2018,FEMALE,ARIE,2,Arie
2018,FEMALE,ARIEL,6,Ariel
2018,FEMALE,ARIELA,2,Ariela
2018,FEMALE,ARIELLA,5,Ariella
2018,FEMALE,ARIELLE,5,Arielle
2018,FEMALE,ARIES,1,Aries
2018,FEMALE,ARIN,1,Arin
2018,FEMALE,ARINA,1,Arina
2018,FEMALE,ARINAYED,1,Arinayed
2018,FEMALE,ARISBETH,1,Arisbeth
2018,FEMALE,ARISTA,1,Arista
2018,FEMALE,ARIYA,2,Ariya
2018,FEMALE,ARIYAH,1,Ariyah
2018,FEMALE,ARIYON,1,Ariyon
2018,FEMALE,ARIZONAA,1,Arizonaa
2018,FEMALE,ARLENE,1,Arlene
2018,FEMALE,ARLET,2,Arlet
2018,FEMALE,ARLETH,2,Arleth
2018,FEMALE,ARLETT,2,Arlett
2018,FEMALE,ARLETTE,3,Arlette
2018,FEMALE,ARLI,1,Arli
2018,FEMALE,ARLIZETH,1,Arlizeth
2018,FEMALE,ARLO,1,Arlo
2018,FEMALE,ARLY,1,Arly
2018,FEMALE,ARMANI,4,Armani
2018,FEMALE,ARMANNI,1,Armanni
2018,FEMALE,ARMELLE,1,Armelle
2018,FEMALE,AROHI,1,Arohi
2018,FEMALE,ARROW,1,Arrow
2018,FEMALE,ARRYN,1,Arryn
2018,FEMALE,ARSHIA,1,Arshia
2018,FEMALE,ARTEMIS,3,Artemis
2018,FEMALE,ARWEN,2,Arwen
2018,FEMALE,ARYA,13,Arya
2018,FEMALE,ARYAKA,1,Aryaka
2018,FEMALE,ARYANA,2,Aryana
2018,FEMALE,ARYANIZ,1,Aryaniz
2018,FEMALE,ARYANNA,2,Aryanna
2018,FEMALE,ARYASA,1,Aryasa
2018,FEMALE,ASAIYAH,1,Asaiyah
2018,FEMALE,ASHER,1,Asher
2018,FEMALE,ASHERAH,1,Asherah
2018,FEMALE,ASHIKA,1,Ashika
2018,FEMALE,ASHLEY,16,Ashley
2018,FEMALE,ASHLYN,3,Ashlyn
2018,FEMALE,ASHLYNN,1,Ashlynn
2018,FEMALE,ASHMI,1,Ashmi
2018,FEMALE,ASHTIN,1,Ashtin
2018,FEMALE,ASHTON,1,Ashton
2018,FEMALE,ASIYA,1,Asiya
2018,FEMALE,ASIYAH,1,Asiyah
2018,FEMALE,ASLI,1,Asli
2018,FEMALE,ASNA,1,Asna
2018,FEMALE,ASPEN,4,Aspen
2018,FEMALE,ASTELLA,1,Astella
2018,FEMALE,ASTER,1,Aster
2018,FEMALE,ASTRAEA,1,Astraea
2018,FEMALE,ASTRID,4,Astrid
2018,FEMALE,ATALA,1,Atala
2018,FEMALE,ATALIA,2,Atalia
2018,FEMALE,ATENA,1,Atena
2018,FEMALE,ATHEER,1,Atheer
2018,FEMALE,ATHENA,15,Athena
2018,FEMALE,ATHENEA,1,Athenea
2018,FEMALE,ATHZMIRY,1,Athzmiry
2018,FEMALE,ATLANTIS,1,Atlantis
2018,FEMALE,ATTALIA,1,Attalia
2018,FEMALE,ATTICUS FAYE,1,Atticus Faye
2018,FEMALE,ATTY,1,Atty
2018,FEMALE,AUBREE,5,Aubree
2018,FEMALE,AUBREY,17,Aubrey
2018,FEMALE,AUBRIE,3,Aubrie
2018,FEMALE,AUBRIELLA,2,Aubriella
2018,FEMALE,AUBRIELLE,2,Aubrielle
2018,FEMALE,AUBRYN,1,Aubryn
2018,FEMALE,AUDIE,1,Audie
2018,FEMALE,AUDRA,1,Audra
2018,FEMALE,AUDREE,3,Audree
2018,FEMALE,AUDREY,25,Audrey
2018,FEMALE,AUDRIANA,1,Audriana
2018,FEMALE,AUGUST,3,August
2018,FEMALE,AUGUSTA,1,Augusta
2018,FEMALE,AURA,1,Aura
2018,FEMALE,AURELIA,2,Aurelia
2018,FEMALE,AURELIE,1,Aurelie
2018,FEMALE,AURIELLE,1,Aurielle
2018,FEMALE,AURORA,19,Aurora
2018,FEMALE,AUSTEN,1,Austen
2018,FEMALE,AUSTIN,1,Austin
2018,FEMALE,AUTUMN,7,Autumn
2018,FEMALE,AVA,53,Ava
2018,FEMALE,AVAH,2,Avah
2018,FEMALE,AVAIYAH,1,Avaiyah
2018,FEMALE,AVALEE,1,Avalee
2018,FEMALE,AVALEIGH,1,Avaleigh
2018,FEMALE,AVALON,2,Avalon
2018,FEMALE,AVALYN,1,Avalyn
2018,FEMALE,AVANI,4,Avani
2018,FEMALE,AVARIE,1,Avarie
2018,FEMALE,AVE,1,Ave
2018,FEMALE,AVELYN,1,Avelyn
2018,FEMALE,AVELYNE,1,Avelyne
2018,FEMALE,AVERI,2,Averi
2018,FEMALE,AVERIE,3,Averie
2018,FEMALE,AVERLEE,1,Averlee
2018,FEMALE,AVERLEIGH,1,Averleigh
2018,FEMALE,AVERY,46,Avery
2018,FEMALE,AVIANA,6,Aviana
2018,FEMALE,AVIANNA,7,Avianna
2018,FEMALE,AVIGAYIL,1,Avigayil
2018,FEMALE,AVIKA,1,Avika
2018,FEMALE,AVILA,1,Avila
2018,FEMALE,AVIONA,1,Aviona
2018,FEMALE,AVITAL,1,Avital
2018,FEMALE,AVIVA,2,Aviva
2018,FEMALE,AVIYANNA,1,Aviyanna
2018,FEMALE,AVLEEN,1,Avleen
2018,FEMALE,AVNOOR,1,Avnoor
2018,FEMALE,AVORY,1,Avory
2018,FEMALE,AVYA,1,Avya
2018,FEMALE,AXARA,1,Axara
2018,FEMALE,AXEL,1,Axel
2018,FEMALE,AXTYN,1,Axtyn
2018,FEMALE,AYA,1,Aya
2018,FEMALE,AYAH,1,Ayah
2018,FEMALE,AYANA,2,Ayana
2018,FEMALE,AYANNA,1,Ayanna
2018,FEMALE,AYBRIANAH,1,Aybrianah
2018,FEMALE,AYDEN,1,Ayden
2018,FEMALE,AYELEN,1,Ayelen
2018,FEMALE,AYELI,1,Ayeli
2018,FEMALE,AYERA,1,Ayera
2018,FEMALE,AYLA,8,Ayla
2018,FEMALE,AYLAH,1,Aylah
2018,FEMALE,AYLANI,1,Aylani
2018,FEMALE,AYLEEN,4,Ayleen
2018,FEMALE,AYLEN,2,Aylen
2018,FEMALE,AYLIN,12,Aylin
2018,FEMALE,AYLINN,1,Aylinn
2018,FEMALE,AYLIRIA,1,Ayliria
2018,FEMALE,AYOMIPOSI,1,Ayomiposi
2018,FEMALE,AYRA,2,Ayra
2018,FEMALE,AYSE,1,Ayse
2018,FEMALE,AYSEL,2,Aysel
2018,FEMALE,AYVA,1,Ayva
2018,FEMALE,AYVAN,1,Ayvan
2018,FEMALE,AYVEN,1,Ayven
2018,FEMALE,AYZA,1,Ayza
2018,FEMALE,AZA,1,Aza
2018,FEMALE,AZALEA,6,Azalea
2018,FEMALE,AZARIAH,1,Azariah
2018,FEMALE,AZAYLI,1,Azayli
2018,FEMALE,AZENETH,2,Azeneth
2018,FEMALE,AZKA,1,Azka
2018,FEMALE,AZRIELLA,1,Azriella
2018,FEMALE,AZUL,2,Azul
2018,FEMALE,AZURE,1,Azure
2018,FEMALE,AZURI,1,Azuri
2018,FEMALE,BAELYNN,1,Baelynn
2018,FEMALE,BAHAR,1,Bahar
2018,FEMALE,BAILEE,1,Bailee
2018,FEMALE,BAILEY,11,Bailey
2018,FEMALE,BARBARA,2,Barbara
2018,FEMALE,BARRETT,1,Barrett
2018,FEMALE,BASIL,2,Basil
2018,FEMALE,BAYLEE,4,Baylee
2018,FEMALE,BEA,2,Bea
2018,FEMALE,BEATRICE,5,Beatrice
2018,FEMALE,BEATRIX,3,Beatrix
2018,FEMALE,BEATRIZ,1,Beatriz
2018,FEMALE,BECKETT,1,Beckett
2018,FEMALE,BEIYI,1,Beiyi
2018,FEMALE,BELEM,1,Belem
2018,FEMALE,BELEN,2,Belen
2018,FEMALE,BELINDA,1,Belinda
2018,FEMALE,BELIZA,1,Beliza
2018,FEMALE,BELLA,19,Bella
2018,FEMALE,BELLA'LUNA,1,Bella'Luna
2018,FEMALE,BELLADONNA,1,Belladonna
2018,FEMALE,BELLAMY,4,Bellamy
2018,FEMALE,BELLANIRA,1,Bellanira
2018,FEMALE,BELLE,1,Belle
2018,FEMALE,BENEA,1,Benea
2018,FEMALE,BENNETT,2,Bennett
2018,FEMALE,BENNIE,1,Bennie
2018,FEMALE,BENTLEY,2,Bentley
2018,FEMALE,BERENICE,3,Berenice
2018,FEMALE,BERKLEE,1,Berklee
2018,FEMALE,BERKLEY,2,Berkley
2018,FEMALE,BERNADETTE,4,Bernadette
2018,FEMALE,BERTHA,1,Bertha
2018,FEMALE,BESS,1,Bess
2018,FEMALE,BETHANY,5,Bethany
2018,FEMALE,BETHEL,3,Bethel
2018,FEMALE,BETSABE,1,Betsabe
2018,FEMALE,BETSY,1,Betsy
2018,FEMALE,BETTY,1,Betty
2018,FEMALE,BEVERLY,1,Beverly
2018,FEMALE,BEXLEY,1,Bexley
2018,FEMALE,BHAGYASRI,1,Bhagyasri
2018,FEMALE,BHUVANA,1,Bhuvana
2018,FEMALE,BIANCA,2,Bianca
2018,FEMALE,BIANEL,1,Bianel
2018,FEMALE,BIANNEY,1,Bianney
2018,FEMALE,BILLIE,1,Billie
2018,FEMALE,BIRDIE,3,Birdie
2018,FEMALE,BLAIKLEY,1,Blaikley
2018,FEMALE,BLAIR,8,Blair
2018,FEMALE,BLAISE,1,Blaise
2018,FEMALE,BLAKE,10,Blake
2018,FEMALE,BLAKELY,2,Blakely
2018,FEMALE,BLAKELYNN,1,Blakelynn
2018,FEMALE,BLANCA,2,Blanca
2018,FEMALE,BLAYKE,1,Blayke
2018,FEMALE,BLESSIN,2,Blessin
2018,FEMALE,BLESSING,1,Blessing
2018,FEMALE,BLOSOM,1,Blosom
2018,FEMALE,BLYTHE,3,Blythe
2018,FEMALE,BO,1,Bo
2018,FEMALE,BOBBIEJEAN,1,Bobbiejean
2018,FEMALE,BONNIE,4,Bonnie
2018,FEMALE,BOWIE,4,Bowie
2018,FEMALE,BRADLEY,2,Bradley
2018,FEMALE,BRAELEIGH,1,Braeleigh
2018,FEMALE,BRAELYN,2,Braelyn
2018,FEMALE,BRAELYNN,3,Braelynn
2018,FEMALE,BRAILYNN,1,Brailynn
2018,FEMALE,BRAYDEN,1,Brayden
2018,FEMALE,BRAYLEE,1,Braylee
2018,FEMALE,BRAZOS,1,Brazos
2018,FEMALE,BRE'ASIA,1,Bre'Asia
2018,FEMALE,BREA,1,Brea
2018,FEMALE,BREANA,1,Breana
2018,FEMALE,BREANN,1,Breann
2018,FEMALE,BREANNA,2,Breanna
2018,FEMALE,BRECKEN,1,Brecken
2018,FEMALE,BREE,1,Bree
2018,FEMALE,BREENA,1,Breena
2018,FEMALE,BREINDEL,1,Breindel
2018,FEMALE,BRENDA,1,Brenda
2018,FEMALE,BRI'AYR,1,Bri'Ayr
2018,FEMALE,BRIA,1,Bria
2018,FEMALE,BRIANA,2,Briana
2018,FEMALE,BRIANNA,13,Brianna
2018,FEMALE,BRIANNE,1,Brianne
2018,FEMALE,BRIAR,2,Briar
2018,FEMALE,BRIDGETT,1,Bridgett
2018,FEMALE,BRIDGETTE,1,Bridgette
2018,FEMALE,BRIELLA,4,Briella
2018,FEMALE,BRIELLE,12,Brielle
2018,FEMALE,BRIENNE,1,Brienne
2018,FEMALE,BRIGHTON,1,Brighton
2018,FEMALE,BRIGITTE,1,Brigitte
2018,FEMALE,BRILYN,1,Brilyn
2018,FEMALE,BRINLEY,6,Brinley
2018,FEMALE,BRISA,2,Brisa
2018,FEMALE,BRISTOL,2,Bristol
2018,FEMALE,BRITZAIDA,1,Britzaida
2018,FEMALE,BRIZETTE,1,Brizette
2018,FEMALE,BROADIE,1,Broadie
2018,FEMALE,BRODIE,1,Brodie
2018,FEMALE,BRONWYN,2,Bronwyn
2018,FEMALE,BROOK,1,Brook
2018,FEMALE,BROOKE,8,Brooke
2018,FEMALE,BROOKE-MARIE,1,Brooke-Marie
2018,FEMALE,BROOKLYN,18,Brooklyn
2018,FEMALE,BROOKLYNN,1,Brooklynn
2018,FEMALE,BROOKLYNNE,1,Brooklynne
2018,FEMALE,BROOKS,1,Brooks
2018,FEMALE,BRYCE,1,Bryce
2018,FEMALE,BRYN,1,Bryn
2018,FEMALE,BRYNLEE,5,Brynlee
2018,FEMALE,BRYNLEIGH,1,Brynleigh
2018,FEMALE,BRYNLIE,1,Brynlie
2018,FEMALE,BRYNN,8,Brynn
2018,FEMALE,BRYNNA,1,Brynna
2018,FEMALE,BRYNNLEE,1,Brynnlee
2018,FEMALE,BRYNNLEY,1,Brynnley
2018,FEMALE,BYRINA,1,Byrina
2018,FEMALE,CACI,1,Caci
2018,FEMALE,CADENCE,4,Cadence
2018,FEMALE,CAITLYN,1,Caitlyn
2018,FEMALE,CALEESI,1,Caleesi
2018,FEMALE,CALI,3,Cali
2018,FEMALE,CALIAH,1,Caliah
2018,FEMALE,CALIANA,3,Caliana
2018,FEMALE,CALLA,1,Calla
2018,FEMALE,CALLAWAY,1,Callaway
2018,FEMALE,CALLEE,1,Callee
2018,FEMALE,CALLI,1,Calli
2018,FEMALE,CALLIE,8,Callie
2018,FEMALE,CAMARIE,1,Camarie
2018,FEMALE,CAMBELLE,1,Cambelle
2018,FEMALE,CAMBREE,2,Cambree
2018,FEMALE,CAMBRIA,1,Cambria
2018,FEMALE,CAMDEN,1,Camden
2018,FEMALE,CAMELIA,1,Camelia
2018,FEMALE,CAMELLIA,1,Camellia
2018,FEMALE,CAMERON,8,Cameron
2018,FEMALE,CAMILA,65,Camila
2018,FEMALE,CAMILLA,10,Camilla
2018,FEMALE,CAMILLE,6,Camille
2018,FEMALE,CAMPBELL,2,Campbell
2018,FEMALE,CAMRYN,5,Camryn
2018,FEMALE,CANDELARIA,1,Candelaria
2018,FEMALE,CANDENCE,1,Candence
2018,FEMALE,CANDICE SAMANTHA,1,Candice Samantha
2018,FEMALE,CANNON,1,Cannon
2018,FEMALE,CARIDAD,1,Caridad
2018,FEMALE,CARINA,2,Carina
2018,FEMALE,CARLA,1,Carla
2018,FEMALE,CARLEIGH,1,Carleigh
2018,FEMALE,CARLIANA,1,Carliana
2018,FEMALE,CARLISLE,1,Carlisle
2018,FEMALE,CARLY,2,Carly
2018,FEMALE,CARMELA,1,Carmela
2018,FEMALE,CARMELLA,1,Carmella
2018,FEMALE,CARMEN,5,Carmen
2018,FEMALE,CAROLINA,6,Carolina
2018,FEMALE,CAROLINE,25,Caroline
2018,FEMALE,CAROLYN,2,Carolyn
2018,FEMALE,CARREAH,1,Carreah
2018,FEMALE,CARSON,2,Carson
2018,FEMALE,CARSYN,1,Carsyn
2018,FEMALE,CARTER,5,Carter
2018,FEMALE,CARTIER,1,Cartier
2018,FEMALE,CARVELLA,1,Carvella
2018,FEMALE,CASE,1,Case
2018,FEMALE,CASSIA,1,Cassia
2018,FEMALE,CASSIDY,8,Cassidy
2018,FEMALE,CASSIE,1,Cassie
2018,FEMALE,CATALEYA,4,Cataleya
2018,FEMALE,CATALINA,8,Catalina
2018,FEMALE,CATE,1,Cate
2018,FEMALE,CATHERINA,1,Catherina
2018,FEMALE,CATHERINE,6,Catherine
2018,FEMALE,CATHIE,1,Cathie
2018,FEMALE,CAYLEE,1,Caylee
2018,FEMALE,CAYLENA,1,Caylena
2018,FEMALE,CE'NIYAH,1,Ce'Niyah
2018,FEMALE,CECELIA,2,Cecelia
2018,FEMALE,CECILIA,5,Cecilia
2018,FEMALE,CECILY,2,Cecily
2018,FEMALE,CEKNIYAH,1,Cekniyah
2018,FEMALE,CELESTA,1,Celesta
2018,FEMALE,CELESTE,9,Celeste
2018,FEMALE,CELESTINA,1,Celestina
2018,FEMALE,CELINA,3,Celina
2018,FEMALE,CELINE,4,Celine
2018,FEMALE,CHANDINI,1,Chandini
2018,FEMALE,CHANDLER,2,Chandler
2018,FEMALE,CHANELLE,1,Chanelle
2018,FEMALE,CHANI,1,Chani
2018,FEMALE,CHANTAL,1,Chantal
2018,FEMALE,CHARISMA,1,Charisma
2018,FEMALE,CHARLEE,1,Charlee
2018,FEMALE,CHARLEIGH,2,Charleigh
2018,FEMALE,CHARLESTON,1,Charleston
